age,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,injury_claim,property_claim,vehicle_claim,fraud_reported
42,FEMALE,College,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,9200,13800,32200,N
34,MALE,Associate,sales,Vehicle Theft,0,Minor Damage,0,0,1400,1400,6300,N
51,FEMALE,MD,craft-repair,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,13520,6760,47320,N
33,MALE,College,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,6800,6800,27200,N
50,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,13000,13000,58500,Y
39,MALE,PhD,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,13020,6510,52080,Y
55,MALE,MD,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,6060,12120,42420,Y
41,MALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,6770,20310,54160,Y
39,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,2930,5860,20510,N
31,FEMALE,MD,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,6950,13900,55600,N
44,FEMALE,College,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,9880,4940,34580,N
38,FEMALE,MD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,16460,16460,57610,N
31,FEMALE,Associate,priv-house-serv,Vehicle Theft,0,Minor Damage,Police,7,1460,730,5840,N
40,FEMALE,PhD,handlers-cleaners,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,6390,6390,51120,N
55,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4830,4830,28980,N
58,MALE,JD,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,9220,4610,27660,N
35,FEMALE,MD,protective-serv,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,14380,7190,57520,N
35,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,17580,8790,61530,N
32,MALE,Masters,prof-specialty,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,5340,5340,42720,N
36,MALE,College,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,9460,9460,33110,N
60,MALE,High School,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,14920,7460,59680,N
35,FEMALE,Associate,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,8060,8060,32240,N
31,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,5810,11620,34860,N
57,MALE,College,protective-serv,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,12400,12400,43400,Y
43,MALE,PhD,craft-repair,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,13500,6750,40500,Y
30,FEMALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,11920,11920,41720,Y
50,FEMALE,High School,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,12780,12780,44730,N
37,FEMALE,JD,adm-clerical,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,5000,5000,35000,N
39,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,12360,6180,43260,N
46,FEMALE,MD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,5870,11740,46960,N
61,FEMALE,High School,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,7050,14100,49350,N
37,MALE,JD,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,17370,5790,34740,N
46,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,5260,10520,42080,N
39,MALE,PhD,transport-moving,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,8400,4200,25200,N
37,FEMALE,MD,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,6330,6330,50640,N
33,FEMALE,College,farming-fishing,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,8840,4420,30940,N
28,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,3520,3520,24640,N
32,FEMALE,MD,tech-support,Parked Car,0,Trivial Damage,Police,5,10,20,70,N
61,FEMALE,High School,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,6260,6260,43820,N
40,FEMALE,JD,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,6340,6340,57060,N
38,MALE,PhD,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,5040,15120,40320,N
61,FEMALE,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,6740,13480,60660,N
61,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,8980,4490,35920,N
29,FEMALE,MD,armed-forces,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,11560,11560,46240,N
41,FEMALE,Associate,tech-support,Vehicle Theft,0,Minor Damage,0,6,680,680,2380,N
33,MALE,PhD,other-service,Parked Car,0,Trivial Damage,0,1,460,920,3680,N
48,FEMALE,MD,machine-op-inspct,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3260,6520,26080,Y
40,MALE,Associate,machine-op-inspct,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,7700,3850,38500,Y
27,MALE,College,priv-house-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,10740,5370,42960,N
30,MALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3160,3160,22120,N
34,FEMALE,College,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,8280,8280,28980,Y
34,FEMALE,JD,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,7740,3870,27090,N
39,MALE,Masters,tech-support,Parked Car,0,Trivial Damage,0,6,1060,530,4240,N
32,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,4770,9540,42930,Y
39,MALE,High School,armed-forces,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,4200,8400,33600,N
32,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,5770,5770,46160,N
48,MALE,College,transport-moving,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,4680,9360,42120,N
47,MALE,MD,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,5550,5550,33300,N
56,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,16860,8430,67440,Y
33,FEMALE,PhD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,3070,6140,21490,N
24,FEMALE,High School,armed-forces,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,11320,5660,39620,N
24,FEMALE,MD,armed-forces,Parked Car,0,Trivial Damage,0,20,660,660,2640,N
30,MALE,College,transport-moving,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,3480,6960,24360,N
36,FEMALE,JD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,7950,7950,63600,N
34,FEMALE,College,prof-specialty,Single Vehicle Collision,Front Collision,Total Loss,Police,10,5600,5600,44800,N
29,FEMALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,16280,0,56980,Y
46,MALE,MD,craft-repair,Parked Car,0,Trivial Damage,0,3,900,450,3600,N
42,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,4800,9600,33600,N
37,MALE,College,prof-specialty,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,10440,5220,36540,N
38,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,12300,12300,49200,N
34,FEMALE,JD,protective-serv,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,15640,7820,54740,N
33,MALE,Associate,other-service,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,13800,9200,32200,Y
43,FEMALE,PhD,handlers-cleaners,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,6340,6340,44380,N
30,FEMALE,Masters,protective-serv,Vehicle Theft,0,Minor Damage,0,3,520,520,3640,N
56,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,5310,5310,42480,Y
48,FEMALE,MD,prof-specialty,Vehicle Theft,0,Minor Damage,0,7,640,320,2560,N
25,FEMALE,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,14580,14580,43740,N
38,FEMALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,7070,14140,49490,N
30,FEMALE,College,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,5470,10940,43760,N
42,MALE,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,13600,6800,54400,Y
41,MALE,College,prof-specialty,Vehicle Theft,0,Trivial Damage,Police,3,820,410,2870,N
47,MALE,High School,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,5590,11180,44720,N
29,MALE,High School,other-service,Vehicle Theft,0,Trivial Damage,0,14,720,1440,5040,N
34,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,8200,4100,32800,N
53,MALE,JD,craft-repair,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,12120,6060,48480,N
41,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Police,6,15280,7640,53480,Y
37,FEMALE,MD,craft-repair,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,10600,10600,37100,N
49,FEMALE,JD,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Police,19,5210,10420,41680,N
32,FEMALE,PhD,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,5900,5900,41300,N
24,FEMALE,MD,priv-house-serv,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,14940,7470,52290,N
28,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,12100,6050,42350,N
26,MALE,Masters,protective-serv,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,7720,15440,61760,Y
36,FEMALE,MD,adm-clerical,Single Vehicle Collision,Side Collision,Total Loss,Police,0,5550,11100,44400,N
26,MALE,JD,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,12560,6280,50240,Y
46,FEMALE,JD,prof-specialty,Vehicle Theft,0,Minor Damage,0,10,760,380,3420,N
28,FEMALE,JD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,11300,11300,45200,N
32,MALE,PhD,other-service,Vehicle Theft,0,Minor Damage,Police,21,1120,560,3920,N
55,MALE,JD,other-service,Vehicle Theft,0,Minor Damage,0,6,900,1800,6300,N
43,FEMALE,JD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,21330,7110,56880,N
24,FEMALE,PhD,machine-op-inspct,Vehicle Theft,0,Trivial Damage,0,6,540,1080,4320,Y
34,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,9340,4670,37360,Y
43,MALE,Associate,protective-serv,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,10320,5160,36120,N
44,FEMALE,High School,farming-fishing,Parked Car,0,Trivial Damage,0,9,600,600,4200,N
39,MALE,JD,craft-repair,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,5430,5430,38010,N
44,FEMALE,JD,tech-support,Vehicle Theft,0,Minor Damage,Police,7,860,860,3870,N
48,MALE,Masters,protective-serv,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,6870,0,48090,Y
47,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,7960,3980,27860,N
37,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,6240,6240,43680,Y
42,MALE,Associate,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,5270,10540,36890,N
43,FEMALE,Associate,sales,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,7620,7620,53340,N
60,MALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,12980,19470,58410,Y
53,MALE,Associate,priv-house-serv,Parked Car,0,Trivial Damage,Police,23,570,570,4560,N
21,MALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,8630,8630,77670,N
43,MALE,MD,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,4680,9360,32760,Y
47,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,7040,7040,42240,N
46,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,7590,15180,60720,N
36,FEMALE,College,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,5790,5790,46320,N
36,MALE,High School,armed-forces,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,5490,5490,38430,N
45,MALE,Associate,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,6620,6620,52960,N
46,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,10680,10680,42720,N
43,FEMALE,College,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,8500,4250,29750,N
30,MALE,PhD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,8900,4450,35600,N
42,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,10700,10700,37450,N
40,FEMALE,Masters,other-service,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,8240,8240,65920,N
44,FEMALE,College,other-service,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,6780,6780,40680,N
26,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,7420,7420,59360,N
53,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,5270,5270,36890,N
43,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,13640,6820,47740,Y
33,FEMALE,JD,armed-forces,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,7100,7100,49700,N
39,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,11860,5930,41510,N
44,FEMALE,College,priv-house-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,6690,13380,46830,Y
27,MALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3710,7420,29680,Y
43,FEMALE,JD,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,15080,7540,52780,N
34,FEMALE,JD,prof-specialty,Parked Car,0,Minor Damage,0,8,420,840,2940,N
45,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,5850,5850,40950,Y
49,FEMALE,PhD,armed-forces,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,7680,7680,26880,N
39,FEMALE,JD,sales,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,6610,6610,46270,N
37,MALE,MD,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,4420,4420,35360,Y
39,FEMALE,Masters,protective-serv,Vehicle Theft,0,Trivial Damage,Police,5,770,1540,5390,N
57,MALE,MD,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,10240,10240,40960,N
37,FEMALE,PhD,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,5440,10880,38080,Y
47,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Other,4,9760,9760,39040,N
34,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,6730,6730,53840,Y
55,MALE,MD,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,3340,6680,26720,Y
30,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,15580,15580,54530,N
31,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,0,4270,29890,Y
48,MALE,JD,transport-moving,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,10220,10220,40880,N
45,MALE,JD,other-service,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,13280,13280,53120,N
30,FEMALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,6860,6860,48020,N
55,MALE,College,armed-forces,Parked Car,0,Minor Damage,0,4,640,640,5120,N
55,FEMALE,MD,other-service,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,12120,6060,42420,N
38,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,10240,5120,40960,N
34,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,9500,4750,38000,N
60,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,5390,10780,37730,N
35,MALE,Masters,adm-clerical,Vehicle Theft,0,Trivial Damage,0,6,220,440,1980,N
33,MALE,High School,transport-moving,Vehicle Theft,0,Minor Damage,0,8,1380,1380,6210,N
31,MALE,MD,priv-house-serv,Parked Car,0,Minor Damage,0,6,1000,1000,4000,N
38,MALE,High School,armed-forces,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,11040,5520,38640,Y
45,MALE,Associate,exec-managerial,Parked Car,0,Trivial Damage,0,13,660,1320,5280,N
39,FEMALE,JD,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,11760,11760,41160,N
43,FEMALE,PhD,sales,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,0,11840,47360,N
34,FEMALE,Associate,craft-repair,Vehicle Theft,0,Minor Damage,0,8,470,940,3290,N
33,MALE,Associate,sales,Single Vehicle Collision,Side Collision,Total Loss,Other,23,6940,6940,55520,N
21,FEMALE,High School,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Police,23,4050,4050,32400,N
28,MALE,JD,handlers-cleaners,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,5000,10000,45000,N
30,MALE,PhD,armed-forces,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,11220,11220,44880,N
27,FEMALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,8410,8410,58870,N
31,MALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,6430,6430,51440,Y
43,MALE,JD,priv-house-serv,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,6440,6440,51520,N
53,FEMALE,High School,priv-house-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,16180,16180,64720,N
44,MALE,MD,priv-house-serv,Vehicle Theft,0,Minor Damage,Police,3,500,500,4500,N
38,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3070,6140,21490,N
48,FEMALE,College,sales,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,3720,3720,26040,N
26,MALE,JD,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,14540,7270,43620,N
36,MALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3880,7760,31040,Y
45,MALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,7980,7980,71820,N
36,FEMALE,JD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,14560,14560,43680,N
37,FEMALE,High School,sales,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,0,7910,63280,Y
38,MALE,High School,adm-clerical,Vehicle Theft,0,Trivial Damage,0,7,400,400,2800,N
41,MALE,PhD,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Other,23,10440,10440,41760,N
36,MALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,12660,6330,50640,N
33,MALE,High School,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,13820,6910,55280,Y
40,MALE,JD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,8040,4020,32160,N
38,FEMALE,College,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,5200,10400,41600,N
35,MALE,MD,priv-house-serv,Vehicle Theft,0,Minor Damage,Police,9,560,560,1960,N
31,FEMALE,PhD,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,13780,6890,55120,N
30,FEMALE,MD,farming-fishing,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,5940,2970,23760,N
46,FEMALE,Associate,adm-clerical,Vehicle Theft,0,Minor Damage,Police,4,430,860,2580,N
38,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,8320,16640,66560,Y
32,MALE,Masters,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Other,15,6790,13580,54320,Y
30,MALE,Associate,priv-house-serv,Vehicle Theft,0,Trivial Damage,Police,9,420,840,3360,N
32,FEMALE,JD,sales,Single Vehicle Collision,Side Collision,Major Damage,Police,6,10000,10000,35000,Y
48,FEMALE,JD,adm-clerical,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,13200,6600,39600,Y
34,FEMALE,College,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,6140,0,49120,N
44,MALE,JD,craft-repair,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,5140,10280,35980,N
37,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,5420,10840,32520,N
31,FEMALE,College,armed-forces,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,5820,5820,40740,N
34,FEMALE,JD,priv-house-serv,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,13520,13520,47320,Y
40,MALE,High School,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,5340,5340,42720,N
59,FEMALE,High School,protective-serv,Single Vehicle Collision,Front Collision,Total Loss,Police,23,14360,14360,43080,N
31,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Other,4,8530,0,59710,Y
45,FEMALE,MD,other-service,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,11100,11100,38850,Y
47,FEMALE,Associate,craft-repair,Parked Car,0,Minor Damage,0,7,860,860,3870,N
48,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,8520,8520,29820,N
31,FEMALE,PhD,other-service,Parked Car,0,Minor Damage,0,5,780,780,2730,N
57,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,15700,7850,54950,N
42,MALE,Associate,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,Police,12,7870,7870,55090,N
56,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,15120,7560,45360,N
32,FEMALE,JD,other-service,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,5300,10600,47700,Y
63,FEMALE,Masters,sales,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,4840,4840,33880,N
31,MALE,Masters,sales,Single Vehicle Collision,Front Collision,Total Loss,Police,17,13520,6760,40560,N
55,FEMALE,PhD,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,11360,11360,45440,N
27,FEMALE,College,transport-moving,Parked Car,0,Minor Damage,0,9,940,470,3760,N
37,FEMALE,Masters,protective-serv,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,5770,5770,46160,N
46,FEMALE,JD,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,14920,14920,59680,N
43,MALE,High School,protective-serv,Vehicle Theft,0,Minor Damage,0,3,420,840,3360,N
39,FEMALE,JD,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,5020,5020,35140,N
38,MALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Total Loss,Other,14,9020,4510,31570,N
32,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,15120,15120,52920,N
42,FEMALE,High School,priv-house-serv,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,15660,15660,54810,N
25,MALE,Masters,priv-house-serv,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,9600,4800,33600,N
35,FEMALE,High School,protective-serv,Vehicle Theft,0,Minor Damage,Police,21,600,600,2100,N
34,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,11440,5720,40040,N
35,FEMALE,Associate,adm-clerical,Vehicle Theft,0,Trivial Damage,Police,16,1380,690,5520,N
37,FEMALE,PhD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,12320,12320,55440,N
30,FEMALE,MD,protective-serv,Vehicle Theft,0,Minor Damage,Police,8,960,480,3360,N
37,FEMALE,High School,craft-repair,Vehicle Theft,0,Minor Damage,Police,7,390,780,2730,Y
26,MALE,Masters,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,9040,9040,72320,N
29,FEMALE,MD,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,6290,12580,44030,N
32,FEMALE,Associate,protective-serv,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,5420,10840,37940,Y
50,FEMALE,MD,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,5180,10360,36260,N
55,MALE,High School,adm-clerical,Vehicle Theft,0,Trivial Damage,Police,7,600,1200,4800,N
35,MALE,MD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,13480,6740,53920,N
25,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,13560,6780,47460,N
44,MALE,College,other-service,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,5540,11080,38780,Y
37,MALE,PhD,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,9820,4910,34370,Y
41,FEMALE,JD,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,15120,7560,75600,Y
40,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,6050,12100,48400,N
33,FEMALE,Associate,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,14080,7040,49280,N
42,MALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,4440,8880,39960,Y
32,FEMALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Other,11,15380,15380,53830,N
37,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,9920,9920,34720,N
40,MALE,PhD,handlers-cleaners,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,7470,7470,67230,N
44,MALE,College,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,6110,12220,42770,N
43,MALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,5190,10380,36330,Y
39,FEMALE,JD,adm-clerical,Parked Car,0,Trivial Damage,Police,9,430,430,2580,N
